time,watts,cadence,heartrate,distance,altitude,lat,lng,velocity_smooth,temp,torque,left_right_balance,left_pedal_smoothness,right_pedal_smoothness,left_torque_effectiveness,right_torque_effectiveness,respiration
251,316,74,165,1603.84,51.4,52.62144,13.288028,4.423,11,41,50,29.5,30.0,94.5,99.0,40.85
252,365,79,166,1608.1,51.8,52.621437,13.287964,4.096,11,44,52,29.5,37.0,98.0,100.0,40.85
253,383,74,165,1612.63,52.2,52.621433,13.287899,3.919,11,49,52,26.5,30.5,97.5,100.0,40.85
254,330,72,166,1616.94,52.6,52.621433,13.287834,4.273,11,44,53,26.5,30.0,96.0,99.5,40.85
255,282,82,166,1621.13,53.0,52.621426,13.287773,4.152,11,33,57,30.5,30.5,91.0,98.0,39.83
256,239,74,165,1626.06,53.2,52.621414,13.287702,4.843,11,31,53,30.5,30.5,91.0,98.0,39.83
257,225,77,165,1631.78,53.2,52.621387,13.287633,5.291,11,28,54,26.0,38.0,91.5,99.0,39.83
258,207,78,165,1637.86,53.0,52.62135,13.287563,6.653,11,25,56,26.5,33.0,86.0,98.5,39.83
259,219,94,164,1644.48,52.8,52.62131,13.287483,7.054,11,22,52,25.0,30.5,83.0,91.5,39.83
260,265,81,164,1652.1,52.4,52.621273,13.287389,7.409,11,31,58,25.0,30.5,83.0,91.5,39.54
261,302,89,164,1660.23,52.0,52.62124,13.287283,7.586,11,32,58,27.0,27.0,84.5,89.5,39.54
262,324,88,165,1667.89,51.8,52.62122,13.287175,7.11,11,35,49,27.0,30.5,93.5,94.0,39.54
263,232,88,165,1675.95,51.6,52.6212,13.28706,7.362,11,25,58,22.5,27.5,78.0,92.5,39.54
264,188,92,165,1684.4,51.2,52.621174,13.286941,7.838,11,20,52,24.5,28.0,80.0,86.0,39.54
265,151,93,165,1693.03,51.2,52.621143,13.286824,7.772,11,16,54,24.5,28.0,80.0,86.0,40.14
266,0,93,165,1701.76,50.8,52.621113,13.286701,8.37,11,0,58,19.5,24.5,74.5,78.5,40.14
267,0,93,165,1710.44,50.4,52.62108,13.286585,8.118,11,0,58,19.5,24.5,74.5,78.5,40.14
268,0,0,165,1720.23,49.8,52.621037,13.286467,7.735,11,0,,,,,,40.14
269,9,14,165,1728.11,49.2,52.620987,13.286382,7.642,11,6,,,,,,40.14
270,223,92,165,1736.36,48.8,52.620922,13.286316,7.95,11,23,44,0.0,47.5,0.0,97.0,41.33
271,352,93,165,1744.88,48.2,52.620846,13.286266,7.782,11,36,54,26.0,24.5,84.5,91.0,41.33
272,318,82,165,1754.52,47.8,52.62077,13.286215,7.8,11,37,39,25.5,20.5,85.5,74.0,41.33
273,261,81,166,1762.73,47.4,52.620697,13.286173,7.987,11,31,59,27.5,26.5,90.0,90.5,41.33
274,224,84,166,1770.69,47.2,52.620632,13.286117,7.325,11,25,52,27.5,26.5,90.0,90.5,41.33
275,193,82,167,1779.06,47.0,52.62057,13.286046,7.129,11,22,60,20.5,27.5,74.5,87.5,42.12
276,283,97,166,1786.2,47.0,52.62053,13.285958,6.923,11,28,52,24.5,23.5,88.0,83.5,42.12
277,271,95,166,1793.52,47.0,52.620502,13.285857,6.989,11,27,46,23.5,28.5,78.5,89.5,42.12
278,225,84,167,1801.02,47.2,52.620495,13.285743,7.278,11,26,54,26.0,30.5,87.5,93.0,42.12
279,328,95,168,1808.37,47.4,52.620514,13.285638,7.007,11,33,54,30.0,31.5,88.5,95.5,42.12
280,410,91,168,1814.83,47.6,52.62054,13.285547,6.905,11,43,55,31.0,33.0,97.5,98.0,40.68
281,344,84,168,1821.27,47.8,52.620575,13.285469,6.69,11,39,55,29.5,34.0,97.5,99.5,40.68
282,297,88,169,1827.81,48.0,52.620598,13.285382,6.308,11,32,53,29.5,34.0,97.5,99.5,40.68
283,208,88,168,1834.64,48.2,52.620617,13.285283,7.007,11,23,53,28.0,34.5,95.0,98.5,40.68
284,208,88,168,1841.69,48.2,52.62062,13.285177,7.035,11,23,53,28.0,34.5,95.0,98.5,40.68
285,208,63,169,1849.38,48.2,52.62062,13.285065,7.203,11,32,56,29.0,35.0,96.5,98.5,41.29
286,232,85,169,1857.19,48.0,52.620613,13.28495,7.446,11,26,53,28.0,35.5,95.0,98.5,41.29
287,263,89,169,1864.63,48.0,52.620598,13.284844,7.231,11,28,49,27.5,31.0,90.5,94.0,41.29
288,362,86,168,1871.84,47.8,52.620575,13.284741,7.287,11,40,49,25.5,27.0,84.5,91.0,41.29
289,262,84,168,1879.55,47.8,52.620556,13.284634,7.091,11,30,49,25.5,30.0,87.5,92.5,41.29
290,213,89,167,1887.06,47.8,52.620533,13.284531,7.334,11,23,55,29.0,31.5,92.5,93.0,40.12
291,256,89,167,1894.7,47.8,52.620514,13.284422,7.772,11,27,49,28.5,30.0,93.0,94.0,40.12
292,198,89,166,1902.25,47.8,52.620487,13.284316,7.633,11,21,52,27.5,31.5,89.5,95.0,40.12
293,198,91,166,1910.49,47.6,52.620464,13.284201,7.828,11,21,58,27.5,31.5,89.5,95.0,40.12
294,224,92,165,1918.42,47.4,52.620438,13.284086,7.866,11,23,59,25.5,29.0,88.0,86.0,40.12
295,242,92,165,1926.98,47.2,52.620407,13.283972,7.931,11,25,49,24.5,31.5,83.5,93.5,38.95
296,252,92,165,1935.31,47.2,52.620377,13.283859,7.754,11,26,54,30.0,37.0,93.5,97.5,38.95
297,266,86,165,1943.57,47.0,52.62035,13.283748,7.679,11,30,52,30.5,40.5,92.5,100.0,38.95
298,304,85,165,1952.05,46.8,52.62032,13.283628,8.22,11,34,55,26.5,34.0,88.5,100.0,38.95
299,267,87,164,1960.85,46.8,52.62028,13.283508,8.566,11,29,51,26.5,34.0,88.5,100.0,38.95
300,269,87,165,1969.86,46.6,52.620247,13.283383,8.743,11,30,55,26.0,31.0,88.0,95.0,38.17
301,254,86,164,1979.87,46.4,52.62022,13.283238,9.181,11,28,56,25.5,29.5,86.0,95.0,38.17
302,318,91,164,1989.99,46.2,52.620197,13.283096,8.818,11,33,51,25.5,29.5,86.0,95.0,38.17
303,264,89,164,2000.3,45.8,52.62018,13.282951,8.79,11,28,55,29.5,27.5,93.0,92.0,38.17
304,328,91,165,2010.07,45.6,52.620163,13.282813,9.013,11,34,51,28.0,32.5,93.5,97.5,38.17
305,294,91,165,2019.31,45.4,52.620148,13.282679,8.929,11,31,55,28.0,32.5,93.5,97.5,38.44
306,255,88,165,2028.67,45.4,52.620132,13.282542,8.762,11,28,53,27.5,32.0,92.0,96.5,38.44
307,270,86,165,2037.65,45.2,52.620125,13.28241,8.519,11,30,53,28.5,34.0,93.5,98.0,38.44
308,259,89,166,2047.0,45.2,52.620117,13.282274,8.612,11,28,53,28.5,31.0,89.0,97.0,38.44
309,262,83,166,2055.92,45.2,52.62011,13.2821455,8.379,11,30,53,29.0,33.0,92.5,96.5,38.44
310,262,82,166,2064.63,45.4,52.6201,13.282021,8.164,11,31,56,27.0,32.0,88.0,99.0,37.83
311,292,86,166,2072.48,45.6,52.62009,13.281904,8.136,11,32,56,27.0,32.0,88.0,99.0,37.83
312,263,88,166,2080.67,45.6,52.620083,13.281783,8.183,11,29,56,28.5,30.5,93.5,98.0,37.83
313,395,104,166,2089.16,45.8,52.62008,13.281657,8.36,10,36,49,23.0,30.0,84.0,93.0,37.83
314,247,91,166,2097.71,45.8,52.620075,13.281531,8.183,10,26,52,34.0,28.0,94.5,92.0,37.83
315,242,88,166,2106.13,45.8,52.620075,13.28141,8.043,10,26,54,28.0,38.0,94.0,100.0,38.21
316,275,90,167,2113.93,45.8,52.62008,13.281293,8.071,11,29,53,28.0,38.0,94.0,100.0,38.21
317,279,91,167,2121.89,45.8,52.620087,13.281173,8.099,10,29,52,26.0,33.5,90.0,98.5,38.21
318,308,101,166,2130.4,45.8,52.62009,13.28105,8.062,10,29,49,27.0,30.5,88.5,95.0,38.21
319,267,91,167,2138.95,45.8,52.6201,13.280922,8.435,10,28,52,27.0,28.0,91.5,89.5,38.21
320,282,97,167,2147.48,45.6,52.62012,13.280803,8.183,10,28,53,27.0,28.0,91.5,89.5,39.25
321,222,94,167,2155.72,45.4,52.62015,13.280687,8.22,10,23,54,28.0,31.0,88.5,93.5,39.25
322,249,96,167,2164.54,45.2,52.620182,13.280567,8.314,10,25,55,28.0,31.0,88.5,93.5,39.25
323,225,93,167,2172.74,45.2,52.620216,13.280457,7.95,10,23,59,25.5,32.0,85.0,95.0,39.25
324,261,99,167,2181.64,44.8,52.62024,13.280328,8.304,10,25,59,26.0,32.0,87.0,95.0,39.25
325,313,89,167,2190.21,45.0,52.62024,13.280201,7.707,10,34,53,27.5,28.5,90.0,91.5,39.16
326,354,89,167,2198.2,45.0,52.620228,13.2800865,7.231,10,38,49,24.0,30.0,93.5,96.5,39.16
327,354,86,166,2205.67,45.2,52.620197,13.279985,7.371,10,39,49,24.0,30.5,80.5,93.0,39.16
328,352,91,167,2213.17,45.2,52.620155,13.279893,7.791,10,37,54,24.0,30.5,80.5,93.0,39.16
329,281,100,168,2221.2,45.2,52.62011,13.279797,7.94,10,27,54,24.0,30.5,80.5,93.0,39.16
330,327,83,167,2230.35,45.2,52.62006,13.279689,8.23,10,38,44,29.0,28.0,89.5,89.5,38.7
331,323,79,167,2238.86,45.2,52.620033,13.279572,7.996,10,39,54,27.0,27.5,90.5,94.5,38.7
332,290,79,167,2247.06,45.0,52.620014,13.279458,7.157,10,35,47,26.5,25.0,91.0,89.0,38.7
333,288,75,168,2254.47,45.0,52.62,13.27935,6.923,10,37,48,26.5,31.0,88.0,93.0,38.7
334,352,86,169,2261.79,45.0,52.619976,13.27925,6.559,10,39,48,26.5,31.0,88.0,93.0,38.7
335,416,102,169,2268.6,45.0,52.619965,13.279152,6.42,10,39,55,28.5,31.0,94.0,96.0,39.58
336,339,86,169,2275.28,45.2,52.61995,13.279057,6.121,10,38,45,28.5,37.5,94.5,98.5,39.58
337,394,84,169,2281.84,45.6,52.619938,13.278958,6.494,10,45,48,27.0,27.0,87.5,91.5,39.58
338,279,86,169,2289.08,45.8,52.619926,13.278854,6.774,10,31,61,27.0,27.0,87.5,91.5,39.58
339,214,84,170,2296.04,46.0,52.61991,13.278751,6.727,10,24,56,27.5,28.5,90.0,96.0,39.58
340,313,92,169,2303.47,46.0,52.619892,13.278651,6.513,10,32,56,25.5,34.0,84.5,96.0,38.59
341,268,83,170,2310.27,46.0,52.619877,13.278551,6.559,10,31,56,26.0,36.5,90.0,99.5,38.59
342,270,88,170,2317.02,46.0,52.61987,13.278454,6.41,10,29,57,30.5,31.5,92.5,96.5,38.59
343,261,85,170,2323.88,46.0,52.619858,13.278354,6.578,10,29,55,29.5,38.5,94.0,100.0,38.59
344,288,86,170,2330.58,46.0,52.61984,13.278255,6.625,10,32,57,29.5,38.5,94.0,100.0,38.59
345,282,88,170,2338.58,46.0,52.619823,13.278142,6.877,10,31,57,27.0,32.5,93.5,98.5,37.93
346,240,85,169,2345.5,46.0,52.619804,13.278043,6.513,10,27,55,27.0,32.5,93.5,98.5,37.93
347,284,91,170,2352.83,46.0,52.619793,13.277941,6.102,10,30,52,27.0,32.5,93.5,98.5,37.93
348,317,80,169,2359.17,46.2,52.619785,13.277847,6.084,10,38,54,31.5,32.0,91.5,97.5,37.93
349,269,80,169,2365.77,46.2,52.619774,13.27775,6.242,10,32,55,23.5,26.0,78.5,87.5,37.93
350,264,81,168,2372.71,46.4,52.61976,13.277655,6.074,10,31,53,24.5,27.5,86.0,90.0,39.85
351,320,82,168,2378.73,46.6,52.619743,13.277568,5.981,10,37,51,24.5,27.5,86.0,90.0,39.85
352,288,75,167,2384.72,46.8,52.619728,13.277482,5.897,10,37,51,26.5,31.5,94.0,97.0,39.85
353,288,81,167,2391.1,47.0,52.619705,13.277395,6.205,10,34,46,25.5,29.5,90.0,93.5,39.85
354,296,83,166,2397.64,47.2,52.619682,13.277307,6.214,10,34,60,27.5,32.0,91.0,98.0,39.85
355,211,80,167,2404.36,47.2,52.61966,13.277214,6.354,10,25,50,26.0,28.5,90.5,90.0,41.13
356,197,85,166,2411.28,47.0,52.61964,13.277117,6.569,10,22,55,26.0,28.5,90.5,90.0,41.13
357,183,87,166,2418.5,47.0,52.61962,13.277015,6.849,10,20,61,23.5,29.0,81.0,92.0,41.13
358,181,92,166,2426.09,47.0,52.619606,13.276908,7.166,10,19,60,22.5,31.0,78.5,91.0,41.13
359,209,85,165,2433.43,46.6,52.619587,13.276803,7.231,10,23,51,19.5,31.5,77.0,92.0,41.13
360,235,79,165,2441.19,46.2,52.619568,13.276688,7.791,10,28,53,23.5,29.0,83.5,88.0,41.6
361,224,80,164,2450.13,45.8,52.619553,13.276564,7.679,10,27,57,24.5,28.5,84.5,90.5,41.6
362,259,81,164,2458.12,45.4,52.619537,13.276445,7.987,10,31,57,24.0,34.0,86.0,96.5,41.6
363,237,81,164,2466.4,45.0,52.619514,13.276328,7.838,10,28,61,24.5,30.5,85.5,94.5,41.6
364,223,79,164,2474.63,44.8,52.6195,13.276209,7.707,10,27,55,24.5,30.5,85.5,94.5,41.6
365,225,77,164,2483.04,44.8,52.61948,13.27609,7.651,10,28,55,24.5,30.5,85.5,94.5,41.11
366,249,87,165,2491.13,44.6,52.61946,13.275972,7.623,10,27,56,25.5,29.0,86.0,95.0,41.11
367,257,90,164,2499.32,44.4,52.619446,13.275856,7.39,10,27,57,25.5,33.5,90.5,95.5,41.11
368,252,88,165,2507.42,44.4,52.619427,13.275739,7.567,10,27,54,29.0,35.5,93.0,98.5,41.11
369,291,86,165,2515.33,44.2,52.619408,13.275627,7.474,10,32,54,25.5,32.0,87.5,98.5,41.11
370,293,88,165,2523.22,44.2,52.61939,13.275516,7.259,10,32,52,24.5,34.5,84.0,97.5,40.79
371,327,87,166,2531.56,44.4,52.619377,13.275394,7.493,10,36,56,25.0,28.0,89.0,94.0,40.79
372,261,86,166,2539.2,44.4,52.619358,13.275288,7.138,10,29,56,24.5,32.0,84.0,95.5,40.79
373,262,84,165,2546.55,44.2,52.61934,13.275179,7.175,10,30,60,28.0,29.0,92.0,95.0,40.79
374,239,82,165,2554.67,44.4,52.619316,13.275068,7.063,10,28,49,28.0,29.0,92.0,95.0,40.79
375,252,82,166,2561.93,44.4,52.6193,13.274962,7.241,10,29,55,29.0,31.5,92.5,90.5,41.76
376,243,83,166,2569.18,44.4,52.619286,13.274858,6.858,10,28,57,28.0,32.0,89.5,96.0,41.76
377,230,78,166,2576.87,44.4,52.61927,13.274749,6.821,10,28,54,28.5,32.5,90.0,99.0,41.76
378,269,117,166,2584.1,44.4,52.619255,13.274643,7.138,10,22,52,25.5,33.5,86.5,99.5,41.76
379,264,97,166,2591.4,44.4,52.61924,13.27454,6.737,10,26,52,28.5,34.0,90.5,95.0,41.76
380,264,88,166,2598.53,44.4,52.61922,13.274438,6.774,10,29,57,26.0,32.5,90.5,93.5,41.62
381,254,89,166,2606.07,44.4,52.619198,13.274332,6.765,10,27,54,25.0,31.5,85.0,94.0,41.62
382,317,92,166,2613.13,44.4,52.619186,13.27423,6.513,10,33,47,25.0,31.5,85.0,94.0,41.62
383,237,86,166,2620.16,44.4,52.619175,13.274127,6.457,10,26,56,28.0,34.0,89.0,96.5,41.62
384,213,85,166,2627.01,44.6,52.619167,13.274029,6.056,10,24,53,28.0,34.0,89.0,96.5,41.62
385,233,84,167,2633.8,44.6,52.619152,13.273927,6.42,10,26,56,26.5,32.5,88.5,94.0,42.71
386,152,89,167,2641.25,44.8,52.619133,13.273821,6.233,10,16,62,25.0,32.0,84.0,97.0,42.71
387,12,89,166,2647.67,44.8,52.61911,13.273736,5.356,10,1,62,18.0,27.5,61.5,87.5,42.71
388,12,89,166,2653.99,44.8,52.619064,13.273682,4.693,10,1,62,18.0,27.5,61.5,87.5,42.71
389,12,20,166,2658.58,44.8,52.619022,13.273685,4.236,10,6,100,0.0,44.0,0.0,90.5,42.71
390,242,81,166,2662.8,44.8,52.618988,13.273713,4.264,10,29,42,27.0,24.0,87.0,86.0,41.86
391,453,81,166,2665.95,45.0,52.618965,13.273744,4.143,10,53,42,25.0,29.5,86.0,91.5,41.86
392,367,77,166,2670.15,45.2,52.618942,13.273792,4.749,10,46,52,26.5,22.5,88.5,91.0,41.86
393,402,88,166,2674.83,45.4,52.61892,13.273847,4.833,10,44,53,26.5,22.5,88.5,91.0,41.86
394,276,80,167,2679.46,45.4,52.61889,13.273895,5.179,10,33,55,28.0,27.0,88.5,95.0,41.86
395,305,80,168,2683.88,45.6,52.618862,13.27395,5.141,10,36,53,28.0,27.0,88.5,95.0,41.68
396,324,80,167,2688.97,45.8,52.61883,13.274012,5.188,10,39,54,31.0,36.5,97.0,99.5,41.68
397,271,82,167,2695.02,46.0,52.618797,13.274076,5.43,10,32,54,27.0,33.5,94.0,100.0,41.68
398,240,85,166,2700.99,46.2,52.618763,13.2741375,5.514,10,27,54,31.0,33.0,93.0,98.0,41.68
399,285,85,166,2705.87,46.2,52.618725,13.274193,5.71,10,32,53,28.0,33.0,91.5,96.5,41.68
400,285,89,166,2712.74,46.4,52.618683,13.274258,6.317,10,31,59,28.0,33.0,91.5,96.5,40.78
401,200,95,166,2718.77,46.4,52.61864,13.274321,6.289,10,20,57,21.5,25.0,71.0,80.0,40.78
402,175,103,166,2724.96,46.2,52.6186,13.274388,5.934,10,16,58,21.5,25.0,71.0,80.0,40.78
403,64,64,166,2729.75,46.2,52.618572,13.274437,3.658,10,10,60,23.5,30.0,66.0,80.0,40.78
404,0,64,165,2733.91,46.2,52.61855,13.274483,2.781,10,0,60,23.5,30.0,66.0,80.0,40.78
405,0,64,165,2737.57,46.2,52.618526,13.274523,2.874,10,0,60,23.5,30.0,66.0,80.0,40.96
406,0,0,164,2740.58,46.2,52.618504,13.27455,2.566,10,0,,,,,,40.96
499,0,76,149,2746.95,45.8,52.617027,13.275658,6.037,9,,,,,,,34.02
500,248,72,151,2753.89,45.8,52.616985,13.275583,6.149,9,33,43,24.0,28.0,82.5,88.0,35.28
501,300,71,152,2760.04,46.0,52.61695,13.275511,5.776,9,40,43,28.5,27.0,92.0,89.0,35.28
502,284,71,153,2766.71,46.2,52.61691,13.275436,5.99,9,38,49,28.5,27.0,92.0,89.0,35.28
503,243,73,153,2773.73,46.4,52.616867,13.275368,5.72,9,32,58,27.5,29.0,90.5,96.0,35.28
504,267,78,153,2779.44,46.2,52.61683,13.275304,5.766,9,33,53,26.5,30.0,92.0,94.0,35.28
505,267,79,154,2786.12,46.2,52.61679,13.275227,6.14,9,32,54,28.5,30.0,90.5,97.0,36.51
506,275,86,154,2792.97,46.0,52.616756,13.275152,5.729,9,31,48,25.0,28.5,89.5,93.5,36.51
507,304,79,154,2799.25,45.8,52.61672,13.275078,6.308,9,37,48,25.0,28.5,89.5,93.5,36.51
508,340,80,155,2805.9,45.8,52.616684,13.274999,6.308,9,41,45,24.5,27.0,87.5,89.5,36.51
509,318,79,156,2812.32,46.0,52.616646,13.274929,5.841,9,38,52,26.5,28.0,91.0,92.0,36.51
510,335,78,155,2818.73,46.0,52.616608,13.274857,5.934,9,41,52,24.5,26.0,86.5,94.5,37.33
511,302,78,156,2825.08,46.2,52.616573,13.274779,6.074,9,37,49,24.5,26.0,86.5,94.5,37.33
512,288,78,156,2832.16,46.4,52.61653,13.274703,6.177,9,35,49,24.5,26.5,90.0,93.5,37.33
513,252,79,156,2838.66,46.4,52.616497,13.27463,5.953,9,30,53,26.0,30.0,90.5,96.0,37.33
514,325,77,157,2844.48,46.4,52.616463,13.274566,5.804,9,40,56,23.0,32.0,86.5,95.0,37.33
515,332,82,157,2850.54,46.6,52.61642,13.274499,5.953,9,39,44,25.0,25.0,85.0,92.0,36.7
516,300,74,158,2856.7,46.6,52.61638,13.274439,5.654,9,39,52,27.5,28.5,91.0,93.0,36.7
517,305,77,158,2862.81,46.6,52.61634,13.274373,5.645,9,38,52,27.0,25.0,87.5,92.5,36.7
518,211,76,159,2869.82,46.8,52.616302,13.274297,6.214,9,27,53,23.5,27.5,85.0,93.5,36.7
519,190,83,160,2877.05,46.8,52.616257,13.274221,6.615,9,22,57,23.5,28.0,81.5,88.5,36.7
520,203,87,160,2883.69,46.6,52.616215,13.274147,6.671,9,22,52,23.5,28.0,81.5,88.5,35.88
521,207,85,160,2890.82,46.4,52.616173,13.27407,6.727,9,23,61,22.5,29.0,89.5,88.0,35.88
522,248,86,161,2897.73,46.2,52.616135,13.273992,6.625,9,28,45,21.5,32.0,78.5,89.0,35.88
523,180,82,161,2904.46,46.0,52.616093,13.273918,6.503,9,21,52,22.5,24.5,76.5,85.0,35.88
524,171,84,162,2910.95,46.0,52.616062,13.273836,6.317,9,19,60,18.0,25.5,62.0,86.0,35.88
525,183,81,162,2917.34,46.2,52.61603,13.273756,6.13,9,22,60,20.0,25.0,74.0,83.0,37.7
526,177,79,162,2923.44,46.0,52.615997,13.273687,5.458,9,21,57,24.5,28.5,81.5,85.5,37.7
527,218,86,163,2929.67,46.0,52.615955,13.273621,5.869,9,24,51,27.0,30.0,90.5,89.5,37.7
528,250,81,162,2936.41,46.0,52.615913,13.27355,6.0,9,29,61,28.5,32.0,89.0,98.0,37.7
529,234,81,163,2942.42,46.0,52.61588,13.273482,5.813,9,28,58,28.5,32.0,89.0,98.0,37.7
530,228,82,163,2948.71,46.0,52.615845,13.273405,6.317,9,27,58,24.0,31.5,83.0,95.5,37.73
531,227,83,163,2955.07,46.0,52.615814,13.273326,5.962,9,26,57,24.0,28.5,84.5,92.5,37.73
532,229,79,163,2961.07,46.0,52.615788,13.273251,5.169,9,28,55,26.5,33.5,89.0,96.5,37.73
533,217,79,163,2966.89,46.0,52.61575,13.273188,5.216,9,26,52,31.0,34.5,95.5,96.0,37.73
534,217,68,163,2972.18,46.2,52.61572,13.2731285,4.553,9,30,52,30.5,35.0,96.0,98.0,37.73
535,252,79,163,2976.68,46.4,52.615692,13.273082,3.555,9,30,52,31.5,33.5,95.5,98.5,38.14
536,330,68,163,2980.87,46.8,52.615665,13.273035,3.854,9,46,43,28.0,30.5,89.0,94.0,38.14
537,205,70,162,2985.16,47.2,52.61564,13.272988,3.91,9,28,58,22.0,26.5,74.5,89.5,38.14
538,200,81,163,2989.62,47.4,52.61561,13.272939,3.779,9,24,52,22.0,26.5,74.5,89.5,38.14
539,172,77,162,2994.59,47.6,52.61558,13.272888,3.723,9,21,60,26.0,30.0,88.5,90.5,38.14
540,82,78,163,2998.75,47.8,52.61555,13.272846,3.462,9,10,64,22.0,30.5,73.0,93.5,39.21
541,81,78,162,3002.61,48.0,52.61553,13.272805,3.088,9,10,64,0.0,28.5,0.0,89.0,39.21
542,81,94,162,3005.78,48.0,52.61551,13.272771,2.594,9,8,64,20.0,17.5,63.5,56.5,39.21
543,211,71,161,3009.41,48.2,52.615486,13.272734,2.93,9,28,48,26.0,24.5,92.0,74.5,39.21
544,357,71,162,3012.89,48.4,52.615463,13.2727,2.491,9,48,51,30.0,32.5,98.0,99.5,39.21
545,357,72,161,3015.59,48.6,52.615444,13.272669,1.987,9,47,51,30.0,32.5,98.0,99.5,40.31
546,367,58,161,3018.04,49.0,52.61543,13.272643,1.549,9,60,50,29.0,31.0,98.0,99.5,40.31
547,321,51,160,3021.32,49.2,52.61541,13.272607,1.847,9,60,49,29.0,31.0,98.0,99.5,40.31
548,266,54,161,3024.8,49.6,52.61539,13.272571,1.736,9,47,57,27.0,31.0,96.5,99.5,40.31
549,315,71,161,3026.94,50.0,52.61538,13.272544,1.857,9,42,52,30.0,35.0,94.5,100.0,40.31
550,365,81,161,3029.09,50.2,52.61536,13.272526,1.633,9,43,49,28.0,31.0,95.5,99.0,39.47
551,332,70,160,3030.96,50.6,52.61535,13.272508,1.241,9,45,48,26.5,33.5,93.5,97.0,39.47
552,344,78,161,3033.6,51.0,52.61533,13.272482,1.903,9,42,48,33.5,29.5,98.0,96.0,39.47
553,321,86,161,3036.03,51.4,52.615314,13.272457,1.875,9,36,53,28.0,34.5,95.0,99.0,39.47
554,293,88,162,3038.57,51.6,52.615303,13.272429,1.717,9,32,55,30.5,35.5,94.0,99.5,39.47
555,308,82,162,3040.42,52.0,52.61529,13.27241,1.521,9,36,55,30.0,35.5,97.0,99.0,40.49
556,288,77,163,3041.9,52.4,52.61528,13.272392,1.652,9,36,52,30.0,35.5,97.0,99.0,40.49
557,269,80,164,3044.55,52.6,52.615265,13.272367,1.819,9,32,55,27.5,32.0,93.0,98.0,40.49
558,284,84,164,3046.53,52.8,52.615253,13.272345,1.847,9,32,55,28.5,38.5,89.5,98.5,40.49
559,272,94,164,3048.84,53.0,52.61524,13.272316,2.146,9,28,57,29.5,32.0,91.0,96.5,40.49
560,256,81,165,3050.96,53.4,52.615227,13.27229,1.941,9,30,61,27.5,30.0,90.5,94.0,41.56
561,281,81,165,3052.91,53.6,52.615215,13.27227,1.558,9,33,54,31.0,40.5,96.5,98.5,41.56
562,281,78,165,3054.96,53.8,52.615204,13.272244,1.698,9,34,51,31.0,37.5,97.0,99.5,41.56
563,303,79,166,3056.77,54.2,52.615192,13.272224,1.344,9,37,51,30.0,37.5,96.5,100.0,41.56
564,294,75,166,3058.95,54.4,52.615185,13.272198,1.596,9,37,53,29.0,34.5,94.0,100.0,41.56
565,313,74,166,3060.67,54.6,52.615173,13.27218,1.484,9,40,52,29.0,34.5,94.0,100.0,42.27
566,332,70,166,3062.39,55.0,52.615166,13.272161,1.372,9,45,53,27.0,33.0,93.5,99.5,42.27
567,318,68,166,3063.81,55.4,52.615154,13.272146,1.54,9,45,52,31.5,34.5,98.0,100.0,42.27
568,333,65,166,3065.35,55.6,52.615143,13.27213,1.325,9,49,53,28.5,33.5,95.5,100.0,42.27
569,295,60,166,3066.45,55.8,52.615135,13.272117,1.166,9,47,55,29.5,30.5,98.0,100.0,42.27
570,319,62,166,3068.08,56.2,52.615128,13.272099,1.166,9,49,55,30.0,32.5,94.0,100.0,42.35
571,331,62,165,3069.59,56.6,52.615116,13.272088,1.157,9,51,52,30.0,32.5,95.5,100.0,42.35
572,314,62,165,3071.16,56.8,52.61511,13.272068,1.11,9,48,52,29.5,31.5,97.0,99.5,42.35
573,287,62,165,3072.6,57.2,52.615097,13.272057,1.148,9,44,59,27.0,33.5,93.0,100.0,42.35
574,254,61,165,3073.79,57.4,52.61509,13.272043,1.297,9,40,53,27.0,33.5,93.0,100.0,42.35
575,299,73,165,3075.44,57.8,52.615078,13.272026,1.278,9,39,53,27.0,33.5,93.0,100.0,40.44
576,298,70,165,3076.36,58.2,52.615074,13.272011,1.045,9,41,56,31.0,34.5,95.5,99.0,40.44
577,316,69,166,3078.35,58.4,52.615063,13.271992,1.138,9,44,53,34.0,36.5,98.5,100.0,40.44
578,308,70,165,3079.46,58.6,52.615055,13.271976,1.213,9,42,52,29.5,35.5,97.0,100.0,40.44
579,333,65,166,3081.26,59.0,52.615044,13.27196,1.129,9,49,51,29.0,36.0,96.0,100.0,40.44
580,353,70,166,3082.98,59.2,52.615032,13.27194,1.306,9,48,51,31.0,33.0,96.0,99.0,39.16
581,293,73,166,3084.83,59.6,52.61502,13.271921,1.204,9,38,51,29.5,33.5,94.0,99.0,39.16
582,291,67,166,3086.43,60.0,52.61501,13.271907,1.12,9,41,52,26.0,34.5,91.0,100.0,39.16
583,319,68,166,3087.64,60.2,52.614998,13.271896,1.017,9,45,57,28.5,32.5,98.5,99.5,39.16
584,283,64,166,3089.71,60.4,52.614983,13.271881,1.222,9,42,51,28.5,32.5,98.5,99.5,39.16
585,289,66,167,3090.91,60.8,52.614975,13.271867,0.914,9,42,51,29.0,32.5,96.5,100.0,38.71
586,259,65,167,3093.04,61.0,52.61496,13.2718525,1.026,9,38,51,31.5,33.5,99.0,100.0,38.71
